Review,Rating
"Очень сильно нагревалась батарейка. Телефон жил своей жизнью, вполне мог по собственной воле перезагрузиться. Ну и через год примерно использования благополучно сдох. Самый обычный телефон, только за безумные деньги!",1
"на все недостатки можно было бы закрыть рукой, если бы он работал плавно и без нареканий. не прошло года, а телефон уже чувствуется устаревшим. либо проблема в политике Apple - подталкивать к обновлению операционки обещаниями улучшенного быстродействия, которая по факту нормальный телефон превращает в отсталый, либо реально проблема разработчиков софта - не могут нормально оптимизировать софт под железо.",3
"Если вы сомневаетесь нужен ли вам iPhone, если вы хотите его купить только ради понтов, а все что вам требуется - это звонить, писать смс и делать селфи, не покупайте iPhone! Если чтобы купить его, вам нужно копить деньги несколько месяцев, не покупайте iPhone!Основное преимущество айфона - это огромный выбор приложений, это мультимедийное устройство для работы и жизни. А дешевые понты айфоном в метро при том, что видно что все что на вас одето стоит дешево, выглядит более чем глупо и неуместно. Особенно жаль тех девочек, которые долго копили или выпрашивали данный кирпич, а потом случайно уронили и разбили стекло, и так и ходят с разбитым, ведь денег на замену стекла уже нет совсем или их настолько жалко.Очень долго пользовался iPhone 3Gs, пока не выронил его в такси. Позже по геолокации телефон определил свое месторасположение в Узбекистане :)Позже пытался пользоваться другими телефонами, но без привычного набора программ прямо как без рук. В итоге приобрел данный девайс, моментально подгрузился весь список контактов и пр. из облака с моего старого айфона.Очень радует, что исчезла необходимость синхронизации с iTunes и устройство спокойно может существовать и обновляться фактически без непосредственного взаимодействия с компьютером.Насчет батарейки, то это не телефон быстро ее разряжает, а использование 3G и LTE. Отключайте сотовые данные и будет вам счастье в виде долгой работы батареи. Андроид-телефоны съедают заряд еще быстрее.",5
"В целом телефон приятный. Сильных изменений с 5-м не заметил. Приятно, что экран вырос, но в руке стал сидеть уже не удобно.",5
"Я не понимаю тех людей которые пишут что он большой,дизайн не нравится у 5 ки был лучше(а зачем тогда купили 6й, если 5ка нравится больше????) пользоваться можно только двумя руками, тонкий слишком, корпус мягкий, экран бьется,зарядку плохо держит, ДОРОГОЙ!!!!а вы когда покупали на ценник не смотрели?? Слушайте купите себе Ноклу фонарик и радуйтесь ДЕШЕВО И СЕРДИТО!!! и кидайте вы его как хотите!и экран не бьется и корпус огого, гвозди можно забивать!Вы что не держали его в руках перед покупкой???Характеристики не читали????НЕ НЕСИТЕ БРЕД!!!!!Я ТЕЛЕФОНОМ БОЛЕЕ ЧЕМ ДОВОЛЕН И НЕ ОБИРАЮСЬ ОТ НЕГО ОТКАЗЫВАТЬСЯ!!!!!!!!!ВСЕМ РЕКОМЕНДУЮ ПЕРЕД ПОКУПКОЙ ПОДЕРЖАТЬ ЕГО В РАКАХ И ПОНЯТЬ НРАВИТСЯ ОН ВАМ ИЛИ НЕТ! ЧТО БЫ НЕ ПИСАТЬ ПОТОМ ИДИОТСКИЕ ОТЗЫВЫ!!!",5
"Больше не когда не куплю продукцию apple, сильно разочарован в блатном телефоне теперь я понял что это всего лишь игрушка.",1
"не рекомендую, берите самсунг!",3
"Пользуюсь данным аппаратом около шести месяцев.Перешел на данную модель после использования аппарата на Android. IOS приятно удивляет своей стабильностью и интуитивностью. Скорость работы потрясающая. Материалы, из которых сделан аппарат великолепного качества, очень приятно лежит в руке. Единственная проблема, на мой взгляд, это аккумулятор. Обязательно куплю себе следующую модель.",5
"Перешла на Iphone после Samsung Galaxy S4. Камера отличная, остальные телефоны с более высокими Мп всё равно отстают (сравнивала с Sony Z3). Цветопередача снимков у Iphone теплее в отличие от Sony, у которого снимки получаются  с синевой. Вспышка также мощнее.Экран яркий, работает быстро, с точной цветопередачей.Проблем с загрузкой приложений и AppStore нет. TochID очень приятная и актуальная штука. В руке лежит хорошо,не скользит, пользоваться одной рукой удобно.",5
"Комментарий:Теперь подробнее. Был куплен еще в 2009м! Работает с того момента! Т.е. ветерану моб.связи уже 6лет, неплохо для тлф, особенно в сравнении с нынешними моделями, рассчитаными на год-два пользования! Несколько раз падал из окна: то с 1го, то со 2го этажа, и ничего! Достаточно было собрать его обратно (аккум на место и крышку закрыть) и он работал как ни в чем не бывало! Несколько раз тонул: то в раковине, то в ванной, то в море, и тоже все ок, просушил и порядок, никаких глюков. Даже значительных царапин без защиты экрана он не получил. (Не вру, правда!) Очень удобный стилус. Камера норм. На сег момент, кнч, он уже морально устаревает: и экран хочется как минимум покрупнее, и встроенную память побольше, ибо оч.быстро кончатся даже при минимальных потребностях (вообще не пользуюсь играми, установлена опера мини, читалка и проги по мелочи), так вот Вотс ап уже не влезает, а д.б.установлен только на память самого тлф, доп.карта памяти тут, увы, не спасает. Но встроенная память на 16Гб решает вопрос с размещением всего остального: аудио, фоток, видях, книжек и картинок. Так что для неприхотливых запросов самое то :))",5
"В целом, смартфоном доволен. По меркам конца этого года, телефон имеет ужасную начинку, но... Есть одно большое но. Устройствам эппл не нужны высокие ""циферки"" в характеристиках, они работают идеально, молниеносно и бесперебойно. Экран стал идеального размера. ""Тач айди"", как и в предыдущем поколении айфона. 8 мп камера? А что, если я вам скажу, что она снимает лучше большинства 16-мп ?) Видео записывать стало очень удобно. И, наконец, можно позволят своей руке двигаться во время этого занятия. Экран хоть и не full hd, но ppi хватит для большинства. Единственный минус будет при приближение картинки высокого разрешения. Да, там будут видны пиксели.",5
"iPhone 6 - Телефон в общем довольно хороший. На своё время лучше чем семерка на сейчас.Если сильно не ронять прослужит очень долго. Может раз-другой прийдется заменить батарею. Рекомендую пользоваться чехлом и защитным стеклом.За полтора года использования два раза бил стекло экрана. Заменить стекло на iPhone 6 рекомендую в i7phone.com.ua . У меня там уже скидка:)Покупал в цитрусе, больше там покупать ничего не буду",4
"Внешний вид классный, фото видео съемка тоже на уровне. Теперь минусы, телефону чуть больше года, батареи при активном пользовании хватает максимум на 3-4 часа, пользоваться на холоде практически невозможно (в конце мая отдыхал в г. Сочи и в один из дней поехали на красную поляну, на высшей точки было примерно  3, так телефоном можно было пользоваться минут 5 (с селфи палке) после чего ему по всей видимости становится очень холодно и он выключается, приходилось отогревать и все по-новому... Сейчас на улице примерно -5, и на улице пользоваться им еще проблемнее... Еще одна проблема возникла при записи с основной камеры, видео пишет, а вместо звука шипение... В общем своих денег не стоит 100�pro=Внешний вид",2
"В магазине долго тестила iPhone 6 и iPhone 6+, но довольно быстро поняла, что 6+ слишком огромен.Прелесть 5s была в том, что при стандартном положении телефона в руке можно было легко дотянуться одним пальцем до любого участка экрана. На 6+ сделать это невозможно, да и на просто 6 затруднительно. Второй ""айпад"" мне точно не нужен, поэтому остановилась на 6ке.iOS работает без нареканий.Батарею держит лучше, чем на предыдущей модели. Провели эксперимент. Одновременно зарядили 6-ку и 5s до 100%. Пользовали одинаково (включая авиа-режим, интернет, вайфай, аймесседж и пр.). Через 13 часов у 5s осталось 19%, у 6ки — 56%. Впрочем, при пользовании скайпом в фоновом режиме, да еще и с навигатором — зарядка сжирается очень быстро, так что все равно зарядить телефон утром и уйти на весь день, забыв зарядку, едва ли получится.В целом покупка 6ки полностью отменила необходимость во всяких айподах-айпадах. 64гб — достаточно, чтобы спокойно слушать музыку. Экран позволяет и кино смотреть, если очень надо. Для меня связка эйр + айфон6 теперь идеальна, и никаких других гаджетов больше не надо.Как было сказано выше, советую приобретать пленки на экран и чехлы. До этого я использовала 5s в чехле и пленке. Для продажи сняла и то, и другое, и состояние после полугода использования было идеальное, хотя на пленке было очевидно, как сильно она царапается.",5
"Бесит, что защитные стекла все идут не на весь экран а по краям значительное расстояние идет из-за скошенных углов;(Батарею бы хотелось помощнее, увы она в шестерке тоже не фонтан. Желательно чехол сразу да такой, чтоб все углы защищал, а то алюминиевый корпус царапается в два счёта и при падении и при носке в кармане с ключами;))",5
"Мой отзыв будет полностью критичен, или даже не критичен а отзыв который опишет все что мне не понравилось так как предыдущие смотрю только расхваливают не побоюсь этого слова чудо техники.",3
"приобрел в замен своему 3GS. Телефоны меняю очень редко но на замене не экономлю. Да, интересная модель но по моему мнению слишком великоват, но поскольку часто использую телефон как навигатор, размер экрана скорее достоинство. Тонкий - это достоинство и недостаток одновременно. Очень скользкий, пару раз чуть не упал, обязательно купите чехол!  В остальном обычный телефон с вылизанным интерфейсом. Все работает гладко и без нареканий, программы открываются почти мгновенно. Так же они у меня когдато открывались на новом 3GS, но время идет... Качество сборки, как обычно, идеальное. Телефон у меня серого цвета с белой лицевой поверхностью.В общем хороший телефон, много приложений и игр, удобен в работе, отличный музыкальный плеер и навигатор, идеально вписывается в мою ""яблочную корзину"" устройств, но... если бы не iMac и ipad 3 и привычка пользоваться Mac OS X,  а нужен был бы просто хороший телефон - я бы купил Blackberry!!!",4
"Телефон хороший. Если вы в основном звоните, то это ваш вариант. Для меня самый большой минус это его ОС. Базовые функции не отличаются от большенство современных телефонов, но с их расширениями большая беда.",4
"В целом трубой доволен. Техникой apple пользуюсь давно, врать не буду, очень люблю i-девайсы. Прочитал много отзывов здесь про эту модель от владельцев ведроидов и сделал вывод. 1. Те кто гонят на батарею - у ведроидов есть батареи по 4-5к мАч, а толк ? Ну не день, а два будет держать. Телефон в ширине увеличивается правда при большом объеме батареи. 2. 16gb не нравится ? Купите на 64 или 128. Дорого стоит ? Купите ведроид и довольствуйтесь лагами, багами, дырами и взломами со стороны хакеров, зато система открытая у ""Андрюши"", не то что у i-девайсов. По поводу того, что заявлено 16гб, а по факту 11 с копейками - попал один раз мне в руки ведроид на 4 гб памяти, так вот, операционка занимала чуть больше 2х гигов, так что разница не велика. Почему нет флеш-карт в i-девайсах ? Потому что компании apple дико не нравятся дыры(слоты) под флешки, симки и т.д. Они даже в своё время хотели сделать универсальные, встроенные сим-модули, чтобы убрать слот под сим. И вот сейчас они упорно занялись этой разработкой, кстати совместно с самсунгом.i-девайсы - это дело для ценителей качественно собранной техники, без скрипов корпуса и т.д. Цена не дорогая, учитывая например йотафон 2 или самсунг с6 или с6 эдж. Это моё мнение. Занавес.",5
В целом для звонков общения и поддержки эпл как бренда - пойдёт .. если нужны мультимедийные задачи и возможности берите на 64..эта модель не совсем удачная.,4
"Рекомендую к покупке. Лучший смартфон на рынке без вариантов. Если бы не выросшие курс доллара и евро, то стоил бы он сейчас порядка 24000₽ или того меньше ($650 - рекомендуемая цена в США без налога).",5
Ужас просто сижу я такая в телефоне 40 процентов зарядки вырубился боже еще не включался я испугалась поставила на зарядку не заряжал. Потом начал заряжать взяла я его и обожглась . Заряда горячая пипец .,2
"Долго был владельцем Iphone 4. Когда тот начал загибаться встал перед выбором нового телефона. Выбор был между 5s и 6. 5s модель с виду более надежная и проверенная за год, да и цена на момент покупки была ниже 6й на 9 тысяч. Да и форма старая мне нравилась больше.в 6ке пугал непривычно большой размер, легкость и кажущаяся ненадежность аппарата. Да и торчащая камера не придает ему притягательности. И все-таки решил взять модель новее с расчетом на длительное использование. Первым делом одел в чехол - аппарат сразу стал казаться надежнее. Стекло и камера теперь не выпирают.По прошествии пары месяцев скажу, что телефоном доволен на все 100%. Казавшийся большим размер теперь кажется оптимальным - беру свою четверку с полки и не понимаю как пользовался таким маленьким экраном. Те кого смущает размер не бойтесь - он очень удобен в руке - у меня получается  его использовать одной рукой без перехватов.  И держать его округлые формы тоже очень приятно.Корпус пока не гнется, не мнется, хотя ронял и ношу в узких джинсах - так что за целостность аппарата не бойтесь. Аккумулятор работает на ура - стал заметно больше - у меня держится до 3х дней при средней загрузке(телефон, мессенджеры, почта, музыка).Что смущает, так это оператива -  в battery doctor видно, что даже в рабочем режиме оператива забита на 80%. Как ни странно все работает очень быстро. На порядок быстрее 4-й модели и немного быстрее 5s (сравнивали со знакомыми). Единственным последствием ограниченности оперативки будет то, что система не будет держать в активном состоянии много вкладок браузера или запущенных приложений.Хочется дополнительно отметить отличное качество связи  - хороший динамик и антенна позволяют разговаривать даже в переходах и метро  (прошлый у меня сеть терял).Также порадовал новый GPS - хватает позицию очень быстро, притом даже в здании (прошлый не делал) - это очень удобно когда нужно в пробке срочно выставить маршрут. Вобщем кто сомневается  - берите - телефон отличный",5
"От этого телефона одни отрицательные эмоции, я не советую никому.",1
"Приобрёл в 2014г. Декабрь. Телефоном доволен на 65%-70% примерно. До этого был Iphone 5, 3GS, Samsung Genio, Nokia 6262, ну и первый телефон как и у всех Nokia 3310",3
"до этого обладал многими телефонами,из яблок больше чем 4s мне ничего не понравилось.не буду углубляться в проблемы с осью и синхронизацией,у нее и плюсы есть но все же 6кой я огорчен.удивляет как люди пару лет назад смеявшиеся над всем более 4 дюймов ву-аля лопата считают сейчас это и 6 плюс удобным.врать не буду при покупке руководствовался лишь тем что он всего навсего новее любого другого яблока.отдал сестре,гоняю с Sony Xperia Z3,более доволен...очень жду nexus 6 , надеюсь моторола с гуглом не оплошали",2
"Айфоны я люблю всем сердцем, раньше пользовалась четверкой, а потом перешла на шестерку. Честно говоря, довольна всем. Телефон стильный, удобно лежит в руке, хотя на первый взгляд может показаться, что он несколько громоздкий. Жалею, что взяла всего на 16 гигов, памяти катастрофически не хватает. Еще не радует, что он мгновенно вырубается даже при плюсовой температуре. Если на улице плюс три, телефону становится холодно и включить его становится возможным только поставив на зарядку. В остальном модель отличная, пользоваться одно удовольствие",5
"Раньше был Samsung Galaxy Alpha SM-G850F 32Gb, купил Iphone 6 16 Gb, экран подходящий, но на Iphone 6 мало памяти для такой цены. Для комфорта лучше взять 64 Gb. Прилично греется в играх. Понравился сенсор отпечатков. Работает очень хорошо.  В совокупности характеристик и возможностей реальная цена ему 20-25 тыс. Но никак не 32. В целом рекомендую к покупке, но сначала проверьте себя на apple-совместимость, взяв любой телефон от apple у друзей или знакомых.",4
"Самый совершенный аппарат, на мой взгляд, на сегодня из доступных на рынке. Разумеется он и должен быть таким за эту цену ))) Фото, вне конкуренции...специально с самсунгом  S 5 сравнивал в условиях полумрака. Хотя у него 16 Мп заявлено, а у iPhone - 8, так что не верьте тому, кто утверждает обратное или попробуйте сами сравнить, если будет возможность. Выпирающий объектив,выпирает меньше чем на Samsung 6S. У меня в чехле он скрыт совершенно. Аккум держит сутки и более..с включенным wifi и при среднем юзаньи..у кого плохо с аккумом, то надо прокачивать изначально.  Шустрый, ни разу не заглючил...качество звука отличное. Тонкий, элегантный. Раньше недооценивал iPhohe, думал что реально цена за БРЭНД  )))  У самого до айфона и самсунги и эксперии и лыжи и ZTE c Huawey и Хайскринами и HTC были, всё это хлам и одноразовые безделушки, я посчитал, сколько я на них денег перевёл, меняя каждые пол года или по причине поломки или просто устаревали быстро или разбивал, так понял, что лучше реже, но айфон ...сейчас у моей жены iPhone 5S, iPad и однозначно.....следующие будут iPhone 7...если войны с Америкой не будет )))",5
Не советую брать эту модель.,2
"Первый айфон, до этого были только айпады и айподы, ну и телефоны на андроид. Обратно не вернусь - не стоят эти финтифлюшечки беспроблемной работы всего и вся, особенно в связке нескольких устройств. Батарея держит до ночи стабильно, в режиме 3G вестимо дольше чем с включенным LTE, никаких толстых рамок у него нет, рабочая поверхность экрана занимает 100% площади дисплея, в отличие от андроидфонов, цвета для глаз приятные, шрифты - четкие, отклик приложений - мгновенный. А уж как приятно держать в руках! В цвете space gray - просто произведение искусства, создается впечатление монолитной конструкции в руке, с закругленными гранями смотрится весьма элегантно. Я влюблена)) Нравится - берите и не думайте",5
"да дорогой, по сравнению с другими тел за эту цену железо слабое, но мне оч нравится и я не жалею денег, главное себя порадовать, это стоит денег , мы живем в мире потребительства , так что это все нормально)советую тем кому не жалко денег на красивый и приятный Эпл!",4
Айфон уже не тот.,3
"Аппарат хороший, если Вы не считаете каждую копейку, можете позволить - берите. Те, кто весь в яблоке или хотя бы с планшетом, тем более. Если тяжело, то наверно нет смысла.",5
"Отличнейшая камера. Шустрая операционная система. Всякие GPS-акселерометры-компасы и прочее работают выше всяческих похвал, быстро и так, как надо. Приятный на ощупь, хотя немного скользкий - без бампера не обойтись. Хорошая цветопередача и углы обзора. Сканер отпечатка - реально удобно, оказывается! Качественное воспроизведение музыки - в нормальных наушниках. Отличный прием. LTE, в том же скайпе разговаривать - одно удовольствие. Емкая батарея. Огромное, просто нереально огромное количество аксессуаров и дешевых запчастей. Защита от кражи путем блокировки - лучше это, чем совсем ничего.",5
"Поменял свой 4S на 6ку. За неделю привык к большому размеру. Теперь ни 4S, ни 5ками пользоваться жутко не удобно.Кратко о достоинствах:1) Внешний вид устройства выигрывает у всех смартфонов на Android;2) Большое количество качественных приложений на все случаи жизни;3) Камера снимает отличное видео и фото, даже в темное время суток.Кратко о недостатках:1) Покупал версию на 64Гб за 36,990 в официальном магазине. На старую цену я могу найти для себя преимущества, но за 46,990 пока еще можно купить два достойных смартфона на Android;2) Первый раз попалась продукция Apple с браком. Брак заключается в микронеровности на стекле. Если экран кристально чистый, то все отлично. Стоит ему слегка заляпаться - появляется небольшое пятно над динамиком, которое стирается только специальными тряпочками.",4
"за 10 часов использования - музыка утром, смс/звонки/виберы/контакты и прочие мессенджеры в течение дня, игры и серфинг в интернете на 4 G заряд израсходован 40% из 100. это действительно весомо, по сравнению с 4 s, который к обеду уже требовал подзаряда. интернет действитель шустрый - вай-фай и 4G просто летают.большой экран просто завараживает! после 4s весьма ощутима разница буквально в каждой мелочи.дизайн, как бы его не ругали, приятный во всех проявлениях. очень довольна приобритением! успела купить до подорожания, цена сейчас какая-то нереальная, 47 тысяч это перебор, ну каждый сам решает - стоит он того или нет",5
"Аппарат очень интересный, как по функционалу, так и по внешнему облику. Благодаря стабильной работе системы, камере, производительности практически оправдывается высокая цена.",5
"Вообщем как то раньше айфон был лучше, была магия, не было тонны багов, реально имела смысл переплата. Сейчас это просто телефон с хорошим дизайном и интеграцией в экосистему apple. Второй аппарат на android и выглядит во многих аспектах поинтереснее. Но тем не менее пользоваться приятно.",4
"нормальный взрослый гаджет и надо понимать , что это игрушка для взрослых. а функции телефона может и выполнять аппарат и за 1000 рублей.Вопрос в том, что  можете ли вы сами раскрыть потенциал смартфона , или просто купить для понтов.  Изящный , тонкий , надежный аппарат.",5
"Перешел на него с 4s. До сих пор считаю, что 4S это эталон- реально, все было удобно делать одной рукой, здесь же нужно постоянно перекладывать его в ладони. То сверху не дотягиваешься, то снизу. Двойной тап на кнопке Хоум задалбывает. Вот представьте, работаешь с календарем, и то и дело, что тапаешь по этой кнопке. Да простят меня любители  Эппл, но в Андройде такого вроде нет, там клавиши навигации по телефону снизу.Из плюсов. Сама ios. Ввел свой id и у тебя полностью рабочий аппарат со всеми установленными программами! Андройду такого и не снилось. Потом. Конечно же экран!) Значительно удобнее теперь пользоваться навигатором, календарем, инетом. Все списки видны сразу, без пролистываний. Звук по сравнению с 4s лучше на порядок! И его глубина и громкость и чистота - все лучше. Потом камера. Вообще на 5+!! Снимали против света- потряс! Кадр идеально проэкспонирован. Цвета яркие, сочные. Дизайн мне тоже нравится. Но он скользкий. Чехлы я не ношу, буду стараться быть аккуратнее. Говорят что еще и гнется.Эти разговоры реально стали меня напрягать. В смысл того, что теперь сам боюсь его погнуть)) Может бред конечно, но смотрел как по видео 2 британских школьника прикладывали усилия не больше чем сломать плитку шоколада. И он гнулся!) В общем, я с ним осторожнее стараюсь. Да, и еще он сверхбыстрый! Все приложения (навигаторы, финансовые помощники) просто летают! Не успеешь коснуться иконки, уже работает!",4
"Долгое время пользовалась iPhone 5s 16Gb. Он меня более чем устраивал, но в какой-то момент, я осознала, что есть в нём некоторые минусы. Памяти катастрофически не хватало, экран казался маленьким, читать долго текст было неудобно. И я решилась купить телефон на Андроиде. Вроде и телефон был хороший и всё в нём есть, экран большой, памяти можно добавить, сколько хочешь. Но, видимо, я настолько привыкла к IOS, да и качество камеры, которое для меня очень важно, было отвратительным, что отходила с ним максимум месяц. И вот решила приобрести iPhone 6. Ошибку с выбором памяти, как с предыдущим iPhone, я допускать не стала и выбрала модель на 64Gb. Было непривычно, что кнопка блокировки находится сбоку, но это оказалось намного удобнее. Телефон очень удобно лежит в руке, новый дизайн мне очень нравится, особенно в белом цвете. По функциям особого отличия от iPhone 5s я не нашла, привычный и удобный touch id, камера такая же, как на 5s, снимки получаются отличного качества, как на основную, так и на фронтальную. Также я заметила, что он хорошо держит батарею, даже при активном использовании. Телефон меня полностью устраивает.",5
Купила дочки ей очень понравилось,5
"Я не поклонник Apple, когдато по глупости купила 5, но жутко непривычно было для меня было после андроида, там красив только дизайн, но никакого удобства. К этому девайсу я тоже относилась скептически, пока не опробовала его.Очень приятное и громкое звучание музыки. Хорошая камера, при дневном свете выдает качественные снимки. экран, все жалуются что не фул хд, не знаю, очень приятные цвета, пикселей не видно.Габариты устраивают, удобно держать одной рукой, печатать тоже. Единственное, что не продумали - он очень скользкий. Обязательно какой-нибудь нескользящий чехол.Проблем со сборкой не обнаружила.Аккумулятор оставляет желать лучшего, но это же айфон) купил айфон - научись и зарядку носить с собой)да и к ios можно привыкнуть.Советую, но не для понтов, так как за такие деньги можно купить аппарат намного помощнее.",5
"Компания Apple создала отличный телефон для работы, развлечений, и мультимедии. Очень мощное и работоспособное устройство. Красивы и удобный телефон дает повод похвастаться перед друзьями. Игры с отличной графикой идут без лагов. Цена правда большая но это того стоит. А все кто пишут что им не нравится то они просто не имели с ним дело. Теперь кратко об iPhone 6, размер экрана для меня самый оптимальный (больше это лишнее), цветопередача как всегда выше всяких похвал, запас яркости достаточный, батарея у меня держит сутки при активном использовании, звук как динамика так и в наушниках отличный, все программы и игры как всегда летают, IOS 8 без тормозов, глюков и багов хотя Apple продолжит вылизывать ее до зеркального блеска в отличии от Ведройда. Не на секунду не пожалел что сменил свой старенький iPhone 5s на последнюю модель. Советую всем.",5
"Купил iphon 6 для престижа и замены ноутбуку.И очень об этом пожалел.Главный минус это только одна сим карта nano размера.Очень слабая батарея(мне хватает на 5 часов в режиме экономии энергии).Очень мало памяти(всего 14 гб,и то из них 3 гб заняты системными приложениями).Не поддерживает карты памяти. Очень плохо принимает сети LTE и wi-fi.Перегревается после 2 часов работы .Лагают большие игры.Я считаю ,что iphon 6 это телефон только для престижа ,и ничего хорошего в нем нет.",1
